14.600	18.200	8.200	7.200	0	18.600	
12.600	19.200	3.400	11.200	6.000	16.200	
7.400	11.200	7.000	18.000	13.800	7.000	
6.400	10.800	17.400	12.200	16.200	19.800	
4.200	15.400	9.400	10.800	19.800	7.200	
18.600	1.400	17.000	2.400	13.400	3.200	
13.000	10.600	5.400	11.800	19.600	18.800	
4.600	1.400	11.800	3.800	15.000	2.600	
9.400	13.600	15.800	16.600	16.200	17.200	
10.200	9.800	16.800	19.200	14.200	18.800	
4.600	19.800	1.800	3.400	11.000	14.000	
9.800	15.800	12.400	10.200	1.200	19.200	
11.200	3.200	10.200	3.600	2.200	4.600	
19.600	0	15.600	16.000	15.000	10.600	
15.400	6.000	11.600	8.200	17.200	3.400	
18.600	8.000	12.400	7.400	18.400	4.000	
6.000	17.200	12.600	9.000	14.000	19.800	
.400	12.600	17.800	8.200	19.000	16.800	
15.400	2.000	17.400	4.800	.400	17.200	
8.600	3.400	16.400	4.200	10.400	2.400	
6.600	13.000	19.600	7.600	3.800	2.000	
10.400	3.400	13.600	5.200	12.200	1.000	
7.800	18.800	8.000	19.800	9.600	4.000	
11.600	15.800	15.800	13.800	14.200	12.800	
1.200	2.400	19.400	.800	3.200	19.600	
15.800	0	8.000	16.600	9.800	13.000	
10.200	2.600	5.800	16.800	12.400	5.800	
12.000	6.800	2.400	.200	2.400	6.400	
7.200	18.400	3.000	8.800	16.400	12.000	
1.200	2.000	14.400	4.400	12.400	12.400	
13.800	19.600	.600	6.800	3.200	12.200	
4.200	5.000	.400	4.800	18.600	9.000	
16.400	3.600	.400	15.800	10.200	14.600	
18.600	11.400	15.000	10.400	15.400	5.400	
2.000	12.200	18.600	15.800	14.800	13.400	
1.200	9.000	18.800	13.400	13.600	12.600	
.400	10.800	1.600	6.400	17.200	9.800	
12.000	10.400	4.400	.200	3.800	14.600	
15.600	14.000	17.400	17.400	7.800	17.200	
0	13.200	17.800	12.200	5.600	8.400	
17.000	7.200	16.200	9.000	9.800	16.000	
19.200	6.200	16.400	6.400	17.600	3.000	
14.000	19.000	.600	10.600	6.200	9.600	
11.000	2.800	9.600	12.400	15.600	8.200	
6.400	10.400	18.800	2.200	3.400	16.600	
16.600	2.600	12.200	13.800	8.800	7.800	
15.400	6.800	6.800	.400	18.600	4.800	
5.000	5.600	9.800	18.400	.600	1.600	
8.800	17.400	12.600	12.400	4.600	19.600	
18.000	4.000	1.200	15.800	6.400	6.000	
14.600	18.200	8.200	7.200	0	18.600	
12.600	19.200	3.400	11.200	6.000	16.200	
7.400	11.200	7.000	18.000	13.800	7.000	
6.400	10.800	17.400	12.200	16.200	19.800	
4.200	15.400	9.400	10.800	19.800	7.200	
18.600	1.400	17.000	2.400	13.400	3.200	
13.000	10.600	5.400	11.800	19.600	18.800	
4.600	1.400	11.800	3.800	15.000	2.600	
9.400	13.600	15.800	16.600	16.200	17.200	
10.200	9.800	16.800	19.200	14.200	18.800	
4.600	19.800	1.800	3.400	11.000	14.000	
9.800	15.800	12.400	10.200	1.200	19.200	
11.200	3.200	10.200	3.600	2.200	4.600	
19.600	0	15.600	16.000	15.000	10.600	
15.400	6.000	11.600	8.200	17.200	3.400	
18.600	8.000	12.400	7.400	18.400	4.000	
6.000	17.200	12.600	9.000	14.000	19.800	
.400	12.600	17.800	8.200	19.000	16.800	
15.400	2.000	17.400	4.800	.400	17.200	
8.600	3.400	16.400	4.200	10.400	2.400	
6.600	13.000	19.600	7.600	3.800	2.000	
10.400	3.400	13.600	5.200	12.200	1.000	
7.800	18.800	8.000	19.800	9.600	4.000	
11.600	15.800	15.800	13.800	14.200	12.800	
1.200	2.400	19.400	.800	3.200	19.600	
15.800	0	8.000	16.600	9.800	13.000	
10.200	2.600	5.800	16.800	12.400	5.800	
12.000	6.800	2.400	.200	2.400	6.400	
7.200	18.400	3.000	8.800	16.400	12.000	
1.200	2.000	14.400	4.400	12.400	12.400	
13.800	19.600	.600	6.800	3.200	12.200	
4.200	5.000	.400	4.800	18.600	9.000	
16.400	3.600	.400	15.800	10.200	14.600	
18.600	11.400	15.000	10.400	15.400	5.400	
2.000	12.200	18.600	15.800	14.800	13.400	
1.200	9.000	18.800	13.400	13.600	12.600	
.400	10.800	1.600	6.400	17.200	9.800	
12.000	10.400	4.400	.200	3.800	14.600	
15.600	14.000	17.400	17.400	7.800	17.200	
0	13.200	17.800	12.200	5.600	8.400	
17.000	7.200	16.200	9.000	9.800	16.000	
19.200	6.200	16.400	6.400	17.600	3.000	
14.000	19.000	.600	10.600	6.200	9.600	
11.000	2.800	9.600	12.400	15.600	8.200	
6.400	10.400	18.800	2.200	3.400	16.600	
16.600	2.600	12.200	13.800	8.800	7.800	
15.400	6.800	6.800	.400	18.600	4.800	
5.000	5.600	9.800	18.400	.600	1.600	
8.800	17.400	12.600	12.400	4.600	19.600	
18.000	4.000	1.200	15.800	6.400	6.000	
14.600	18.200	8.200	7.200	0	18.600	
12.600	19.200	3.400	11.200	6.000	16.200	
7.400	11.200	7.000	18.000	13.800	7.000	
6.400	10.800	17.400	12.200	16.200	19.800	
4.200	15.400	9.400	10.800	19.800	7.200	
18.600	1.400	17.000	2.400	13.400	3.200	
13.000	10.600	5.400	11.800	19.600	18.800	
4.600	1.400	11.800	3.800	15.000	2.600	
9.400	13.600	15.800	16.600	16.200	17.200	
10.200	9.800	16.800	19.200	14.200	18.800	
4.600	19.800	1.800	3.400	11.000	14.000	
9.800	15.800	12.400	10.200	1.200	19.200	
11.200	3.200	10.200	3.600	2.200	4.600	
19.600	0	15.600	16.000	15.000	10.600	
15.400	6.000	11.600	8.200	17.200	3.400	
18.600	8.000	12.400	7.400	18.400	4.000	
6.000	17.200	12.600	9.000	14.000	19.800	
.400	12.600	17.800	8.200	19.000	16.800	
15.400	2.000	17.400	4.800	.400	17.200	
8.600	3.400	16.400	4.200	10.400	2.400	
6.600	13.000	19.600	7.600	3.800	2.000	
10.400	3.400	13.600	5.200	12.200	1.000	
7.800	18.800	8.000	19.800	9.600	4.000	
11.600	15.800	15.800	13.800	14.200	12.800	
1.200	2.400	19.400	.800	3.200	19.600	
15.800	0	8.000	16.600	9.800	13.000	
10.200	2.600	5.800	16.800	12.400	5.800	
12.000	6.800	2.400	.200	2.400	6.400	
7.200	18.400	3.000	8.800	16.400	12.000	
1.200	2.000	14.400	4.400	12.400	12.400	
13.800	19.600	.600	6.800	3.200	12.200	
4.200	5.000	.400	4.800	18.600	9.000	
16.400	3.600	.400	15.800	10.200	14.600	
18.600	11.400	15.000	10.400	15.400	5.400	
2.000	12.200	18.600	15.800	14.800	13.400	
1.200	9.000	18.800	13.400	13.600	12.600	
.400	10.800	1.600	6.400	17.200	9.800	
12.000	10.400	4.400	.200	3.800	14.600	
15.600	14.000	17.400	17.400	7.800	17.200	
0	13.200	17.800	12.200	5.600	8.400	
17.000	7.200	16.200	9.000	9.800	16.000	
19.200	6.200	16.400	6.400	17.600	3.000	
14.000	19.000	.600	10.600	6.200	9.600	
